brand	manufacturers_id	name	description	room_image_url	fiber	texture	warranty
Shaw	1	Playful Spirit	A delightful mini-shag in solid colors.  It's as playful shag...but a bit more conservative.	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV154_00701_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	228	Color Mural Accent		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA363_00520_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	229	Super Chic		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/Z6442_00328_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	TufteShaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	230	Wild Thing		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/Z6275_00437_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	TufteShaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	231	High Style Loop	Like sisal--but oh-so-soft!  Close loops of silky yarn create a hot sisal look with a surprisingly soft touch.	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV120_00722_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	232	Stonefield 24 a		http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/54134_33200_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	233	Avedon II 15'	Designer beauty - Order a sample today!	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/19405_00133_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	234	Simple Pattern		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV172_00104_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	235	Open Skies (j)		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA219_00730_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	236	Kelsey	A durable and versatile patterned loop	http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/J0048_48706_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Queen Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	237	Skyline	Order a Sample Today!	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/Q1789_00306_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	238	Show Stopper		http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/54053_53105_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	239	Magic Time		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/Z6902_00276_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	TufteShaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	240	Home Appeal 15'	Home Appeal brings the runway to your home in a stylish grey-toned patterned carpet.  Mimicking trends in the apparel market, Home Appeal adds a casual cool to any space.	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA216_00214_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	241	High Style Twist		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV126_00883_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	242	New Essentials		http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/54551_51706_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	243	Family Tree (b)		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/E0044_00113_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	244	Montecito		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/52P30_00103_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	245	Summer Stock		http://s7.shawimg.com/ir/render/ShawIndustriesRender/AxisLores_cropped?wid=630&obj=floors&src=is{ShawIndustriesRender/54691_00600_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Inside Out	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	246	Laurel Hill III		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/Q4263_00120_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	QueenShaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	247	San Benito Accent		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/52Y99_00120_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	248	Mission Inn I		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/E0030_00103_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	249	Enigma	Barely-there texture in subtle earth tones	http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/J0047_47405_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Queen Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	250	Inspired Idea		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV139_00105_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	251	Family Tree (s)		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/E0043_00104_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	252	Inner Space Texture		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA360_00103_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	253	Constituent	A distinguished pattern-loop	http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/54131_31300_MAIN}&res=18&sharp=2&op_sharpen=1	87% Olefin, 13% Nylon	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	254	Key Element	Bring nature in with this rich faux bois--or false wood--cut-loop style.  Lovely wall to wall or in a room-sized rug.	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV122_00575_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	255	Succession Tile II		http://s7.shawimg.com/ir/render/ShawIndustriesRender/AxisLores_cropped?wid=630&obj=floors&src=is{ShawIndustriesRender/54695_00500_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Inside Out	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	256	Langan II 20		http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/54120_26415_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	257	Ag Ivy League		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/0A277_77245_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Shawmark	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	258	Unconventional Aspect		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV300_00112_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	259	Range		http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/54435_00300_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	260	Imagine the Difference II (t)		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA404_06520_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	261	Arbor View (t)		http://s7.shawimg.com/ir/render/ShawIndustriesRender/AxisLores_cropped?wid=630&obj=floors&src=is{ShawIndustriesRender/54625_00310_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Inside Out	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	262	Style Blend 12'		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/E0083_00306_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	263	Timeless Home		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/Q2117_00302_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	QueenShaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	264	Commons II		http://s7.shawimg.com/ir/render/ShawIndustriesRender/AxisLores_cropped?wid=630&obj=floors&src=is{ShawIndustriesRender/54693_00300_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Inside Out	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	265	Ag Loop D Loop		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/0A276_76703_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Shawmark	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	266	High Voltage Tile		http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/54500_00800_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	267	Play Together		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/E0164_00702_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	268	Mareno Valley III		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/53A26_00703_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	269	Aspen Meadows	A flowing effect in soft-toned colors	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/Q0835_00510_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	270	Stonefield 24 Slc		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/54135_33900_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	271	Rendered Bl		http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/J0176_76100_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Queen Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	272	Instant Classic Texture		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/E0169_00720_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	273	Intuition		http://s7.shawimg.com/is/image/ShawIndustries/54498_00200_ROOM?$sf_w630$	100% Nylon	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	274	Detailed Solutions		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA115_00751_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	275	Pattern Play		http://s7.shawimg.com/ir/render/ShawIndustriesRender/AxisLores_cropped?wid=630&obj=floors&src=is{ShawIndustriesRender/54640_00500_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Inside Out	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	276	Neyland Ii26uni		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/50550_30454_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
