manufacturers_id	name	description	room_image_url	warranty
531	Mojave	Inspired by the simplicity and beauty of nature,Timber Creek is the latest in renowned artist Phillip Crowe's love of wildlife and the great outdoors.  The collection features rugs spotlighting Phillip Crowe's love of wildlife and the great outdoors and featuring the distinct styling of the Arts and Crafts erea.  Boasting natural textures, and make from machine-woven olefin, the rugs in the Phillip Crowe collection were designed to meet the overwhelming demand for rustic, outdoor looks.  The color palette draws inspiration from nature with rich reds, warm neutrals, as well as folds, soft greens, and accents of eggplant, brown, and vintage blue.  The beauty of nature is complemented even further through touches of onyx and beige.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
532	Intertwine	High-fashion floor covering is taken to a whole new level with Shaw Living's newest shag collection, Encore. Unlike most standard shag constructions, Encore rugs are woven rather than tufted. This technique sets them apart by allowing for more complexity in both design and color. The collection includes an array of gorgeous transitional and contemporary designs in two colorways. A rich earthy palette of red, spice, chocolate brown and gold is certain to warm up your space. If cool and serene is needed, this collection offers a contemporary palette of navy, grey, aqua and beige. A mixture of Polyester/Olefin high and low luster yarns create depth, texture and shine. Fiber content can vary by style, please refer to manufacturing label for exact fiber content.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
533	Sunflower Medley	Add warmth and welcome to your home with a rug from Reflections.  Composed of exquisitely drawn, colorful and casual motifs, Reflections range in origin from the charm of rustic Tuscany to the bold flavors of contemporary kitchen designs.  The colors, while based on a classic palette, are bold, saturated, vibrant and current.  These colors are blended in such a way to create the look of a painting while also adding texture and dimension to each design.  These rugs can truly be described as a collection of artwork for your floor.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
Attitudes collection dazzles with stylish introductions suitable for baby to teen.  Beautiful yet budget-friendly, the kathy ireland Home Young Attitudes collection offers bold geometrics with circles and stripes as well as inspiring rugs featuring oversized florals, cartoon-like dinosaurs, cars and airplanes, whimsical swirls and even a luau-theme.  The imagination is set free with this creative collection. Made in the USA of printed, recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
535	Leopard	Add warmth and welcome to your home with a rug from Reflections.  Composed of exquisitely drawn, colorful and casual motifs, Reflections range in origin from the charm of rustic Tuscany to the bold flavors of contemporary kitchen designs.  The colors, while based on a classic palette, are bold, saturated, vibrant and current.  These colors are blended in such a way to create the look of a painting while also adding texture and dimension to each design.  These rugs can truly be described as a collection of artwork for your floor.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
536	Antique Bidjar	This collection of exquisitely patterned, richly colored rugs reflects the essence of timeless beauty and style.  The artists of Nourison have devised patterns that evoke impressions of the skillful old-world artisans of Persia and Europe.  Each rug is Wilton woven in nylon, with a velvety luster.  Two distinctive antiqued color palettes created the look of fine antiques, in rugs with a luxurious hand and feel that is remarkably similar to wool.  This collection has been recognized with the Dealer's Choice Award for its Karabagh Linen and Vienna Beige designs, and an ADEX Award for Meshed Brick.  Antiquities...the legacy of the past brought vividly to life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
537	Cyprus	Mirabella is the latest creative work from Shaw Living. It's a globally inspired collection of 66 rugs that draws styling inspiration from fashions, cultures and ports from all over the world both ancient and modern. Color is what makes this collection stand apart from the rest. Shaw's new ombre yarn dyeing technique makes coordinating colors easier than ever. But most importantly, the ombre dyeinAstounding Color and Style... Incredible Value. EverToucShaw Living offers a one year warranty against manufacturing defects of area rug products.asual elegance best describe the mood of the collection.
538	Chablis	Offering a wide assortment of patterns, the Accents collection features a common color palette that blends earthy shades with vibrant jewel tones that's warm, soothing, and inviting. Accents covers the gamut of interior design themes: retro modern looks, organic and nature motifs; Asian and Sante Fe styles; sleek, bold, modern stripes and geometrics; rhythmic transitional images; and classic European and Persian influences. Whether its tropical fronds or a new twist on animal skins, you'll find today's hottest designs. So you can choose traditional or contemporary or anything in between. Machine woven of olefin fiber, the collection has a buttery-soft finish that inherently resists soil and stains and is fade resistant-all of which mean lasting beauty and performance.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
539	Manor Border	Lifestyle Designer Kathy Ireland expresses her casual and on trend approach to home interiors with the Kathy Ireland Home Collection.  The mission is   finding solutions for families, especially busy moms. This extremely popular collection is inspired by Kathy's travels all over the world and embraced by millions of families.  Kathy's trusted design insight, beautiful color palette and unique styles have made her well-established Essentials rugs our company's best selling collection to date. Machine-crafted of plush 100% olefin in a Wilton woven construction, Essentials rugs are available in a wide range of sizes, including oversized, round and squares, as well as runners. Comfortable, inviting and touchable, these rugs make decorating easy because they work for a wide range of home decors.     2000-2004 Shaw Living		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
Attitudes collection dazzles with stylish introductions suitable for baby to teen.  Beautiful yet budget-friendly, the kathy ireland Home Young Attitudes collection offers bold geometrics with circles and stripes as well as inspiring rugs featuring oversized florals, cartoon-like dinosaurs, cars and airplanes, whimsical swirls and even a luau-theme.  The imagination is set free with this creative collection. Made in the USA of printed, recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
541	Uptown			Shaw Living offers a one year warranty against manufacturing defects of area rug products.
542	Wild Savanna	Shaw Living announces Concepts, a woven collection of fashion rugs in beautiful new colors.  The styling is undoubtedly eclectic, incorporating the latest fashion colors of modern inteThis entry-level collection of wovens is casual.  But it's three most prominent aspects, in order of importance, are...color, color, and color.  In fact, the best way to describe Concepts is to say that it's colorfully neutral.  Brown is the anchor color of the palette, which also features a light neutral beige,wheat gold, a soft neutral light green, robin's egg blue, taupe, soft coral, and a brick red.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
Attitudes collection dazzles with stylish introductions suitable for baby to teen.  Beautiful yet budget-friendly, the kathy ireland Home Young Attitudes collection offers bold geometrics with circles and stripes as well as inspiring rugs featuring oversized florals, cartoon-like dinosaurs, cars and airplanes, whimsical swirls and even a luau-theme.  The imagination is set free with this creative collection. Made in the USA of printed, recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
544	Kaleidoscope	Relaxed, easy-to-live-with styling ensures the rugs of this collection will inspire pleasant daydreams. The traditional, transitional, contemporary, and floral styles of this collection are rendered in lively colors with a distinctive golden warmth. Woven of olefin in a double point construction for extraordinary value, durability, and easy care, these rugs add warmth to any room.  2002 Shaw Rugs		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
545	Chateau Garden	An alluring new collection of rugs, Inspired Design infuses a modern sense of warmth and sophistication into today's casual interiors.  The heavy hand of this premium-quality olefin firmly establishes Inspired Design as a benchmark in value.  The color palette is vibrant, powerful, and inviting.  And so it the look-the collection's relaxed elegance comes from the juxtaposition of 20th  century contemporary design with classics from the archives of antiquity.  Contemporary, transitional, traditional.  It's all there, creating welcome value and high style for everyone.  Machine woven in the U.S.A. and available for immediate delivery.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
546	Bryce	Exciting and new, Tranquility showcases transitional and soft contemporary styles.  From spa-like florals to whimsical curves, this collection offers peace of mind and soul.  Beautifully compaTranquility also makes decorating your space easy with a palette of cool shades of beige, silvery gray, taupe, fresh green, tobacco brown, amethyst, and midtone blue.  Machine woven in the U.S.A. of 100% durable olefin with a slight textured look, which is fade resistant, and easy to clean.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
547	Mandalay	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal persians, Made in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.offers.     Shaw Living offers a one year warranty against manufacturing defects of area rug products.
548	Tamara	Exciting and new, Tranquility showcases transitional and soft contemporary styles.  From spa-like florals to whimsical curves, this collection offers peace of mind and soul.  Beautifully compaTranquility also makes decorating your space easy with a palette of cool shades of beige, silvery gray, taupe, fresh green, tobacco brown, amethyst, and midtone blue.  Machine woven in the U.S.A. of 100% durable olefin with a slight textured look, which is fade resistant, and easy to clean.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
549	Audrina	Creating a new living space or updating an existing interior? Newport will coordinate beautifully.  The collection bridges the past with the present by fusing classic earth tones such as dove brown, silver, marina and green.  The result is a beautiful color palette that is casual, soothing, and serene. Collectively, the styling is contemporary and transitional with design inspiration drawn from historical ikat, Native American textiles, larger-than-life florals, organic circles layered with transparent patterns, modern geometrics, as well as retro modern 20th century design.  Machine woven in the USA of 100% olefin which is durable, fade resistant, and offers easy care and cleaning.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
550	Rhodes	Mirabella is the latest creative work from Shaw Living. It's a globally inspired collection of 66 rugs that draws styling inspiration from fashions, cultures and ports from all over the world both ancient and modern. Color is what makes this collection stand apart from the rest. Shaw's new ombre yarn dyeing technique makes coordinating colors easier than ever. But most importantly, the ombre dyeinAstounding Color and Style... Incredible Value. EverToucShaw Living offers a one year warranty against manufacturing defects of area rug products.asual elegance best describe the mood of the collection.
Attitudes collection dazzles with stylish introductions suitable for baby to teen.  Beautiful yet budget-friendly, the kathy ireland Home Young Attitudes collection offers bold geometrics with circles and stripes as well as inspiring rugs featuring oversized florals, cartoon-like dinosaurs, cars and airplanes, whimsical swirls and even a luau-theme.  The imagination is set free with this creative collection. Made in the USA of printed, recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
552	Cabana Palms	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal persians, Made in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.offers.     Shaw Living offers a one year warranty against manufacturing defects of area rug products.
553	Arts And Crafts	For over four decades Bob Timberlake has awed the world with his immense talent for realistic painting.  Inspired by the simplistic beauty found in everyday rural southern living, he cBob Timberlake and Shaw Living haver partnered and interpreted those same inspirations used in his paintings into rug design.  This collection is a celebration of a slower pace, a sense of history and an apprciation of nature.  While a beautiful addition to any decor, these rugs are also a reminder to sit back, relax and enjoy the ordinary in life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
554	Dunes	Modern and upbeat, Impressions is our premier collection of stunning transitional and contemporary designs.  The boldly colored collection of 24 sophisticated patterns and distinctive motifs, from organic to geometric, is further embellished with a carving effect which adds unique dimension and value, beyond all other contemporary products.  The actual hi-lo weaving technique that gives this visual and tactile contour to the surface of the rug intensifies the depth and richness of the rug's design elements.  The lustrous olefin yarn, with a buttery-soft hand, enhances the dimensional quality of the collection.  Machine crafted of plush olefin fiber in a Wilton woven construction.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
555	Camilla			Shaw Living offers a one year warranty against manufacturing defects of area rug products.
556	Nutcrackers	Wonder.  Sparkle.  Celebration.  Our holiday collection takes both classic and contemporary approaches to the season-with whimsical illustrations, nature-inspired motifs, and homespun decorative details.  The contemporary designs have modern flair with a certain opulence and sophistication, while the classic designs use traditional festive imagery for a timeless look.  The deep-toned palette is wonderfully familiar yet fresh, focusin on red, green, antique gold, white, and black.  Made in the USA of 100% printed recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
557	Stratford	Woven and crafted of the finest New Zealand wool, each rug in this luxurious colletion has a subtle patina created by a delicate abrash of color.  With fashionable palettes an d designColorway includes:  ivory cream, polished copper, antique gold, pale leaf, blue smoke, firebrick red, cocoa, and cannnon black.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
558	Cicily	Mirabella is the latest creative work from Shaw Living. It's a globally inspired collection of 66 rugs that draws styling inspiration from fashions, cultures and ports from all over the world both ancient and modern. Color is what makes this collection stand apart from the rest. Shaw's new ombre yarn dyeing technique makes coordinating colors easier than ever. But most importantly, the ombre dyeinAstounding Color and Style... Incredible Value. EverToucShaw Living offers a one year warranty against manufacturing defects of area rug products.asual elegance best describe the mood of the collection.
559	Florentine	Woven Expressions Gold offers 500,000 points of density for a softer sweep.  Inject warmth and richness into your space with the combination of some of our most popular shades.  Two different color palettes offer plenty of options to coordinate spaces. One consists of a deep, rich palette like Burnished Gold, Garnet, Ebony, and Sand.  The other is a softer palette of Ivory, Taupe, Golden Wheat, Chocolate and has coordinating tones of Blue, Green and Red.  These palettes have withstood the test of time and have proven to be exceptional colors for all the styles of home decor.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
560	Kilimanjaro	Top selling kathy ireland Home International First Lady expands with 10 exciting new rugs.  Warm and rich in their combinations, the traditional designs express exquisite details and antique qualities that will embellish the decor in your home and add a sophisticated brilliance to any room.  The inviting color palette consists of vivid reds, deep corals, warm greens, and is paired with glowing brown and turquoise blue.  Machine woven in the U.S.A. with Shaw's EverTouch recyclable nylon, each rug is remarkably soft, luxurious and durable.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
Attitudes collection dazzles with stylish introductions suitable for baby to teen.  Beautiful yet budget-friendly, the kathy ireland Home Young Attitudes collection offers bold geometrics with circles and stripes as well as inspiring rugs featuring oversized florals, cartoon-like dinosaurs, cars and airplanes, whimsical swirls and even a luau-theme.  The imagination is set free with this creative collection. Made in the USA of printed, recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
562	Sunshine	Inspired by the simplicity and beauty of nature,Timber Creek is the latest in renowned artist Phillip Crowe's love of wildlife and the great outdoors.  The collection features rugs spotlighting Phillip Crowe's love of wildlife and the great outdoors and featuring the distinct styling of the Arts and Crafts erea.  Boasting natural textures, and make from machine-woven olefin, the rugs in the Phillip Crowe collection were designed to meet the overwhelming demand for rustic, outdoor looks.  The color palette draws inspiration from nature with rich reds, warm neutrals, as well as folds, soft greens, and accents of eggplant, brown, and vintage blue.  The beauty of nature is complemented even further through touches of onyx and beige.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
563	Rhythm	Origins is an innovative collection featuring an eclectic array of designs.  Traditional, modern, and mission styles are exceptionally appealing with a subtle palette reminiscent of desert sands.  The distinct texture of these rugs lends a handmade appearance that is both durable and stylish.  Part contemporary.  Part classic.  Versatile enough to be at home in any environment.  Machine woven, textured olefin.  2005 Shaw		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
564	Vienna	This collection of exquisitely patterned, richly colored rugs reflects the essence of timeless beauty and style.  The artists of Nourison have devised patterns that evoke impressions of the skillful old-world artisans of Persia and Europe.  Each rug is Wilton woven in nylon, with a velvety luster.  Two distinctive antiqued color palettes created the look of fine antiques, in rugs with a luxurious hand and feel that is remarkably similar to wool.  This collection has been recognized with the Dealer's Choice Award for its Karabagh Linen and Vienna Beige designs, and an ADEX Award for Meshed Brick.  Antiquities...the legacy of the past brought vividly to life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
Attitudes collection dazzles with stylish introductions suitable for baby to teen.  Beautiful yet budget-friendly, the kathy ireland Home Young Attitudes collection offers bold geometrics with circles and stripes as well as inspiring rugs featuring oversized florals, cartoon-like dinosaurs, cars and airplanes, whimsical swirls and even a luau-theme.  The imagination is set free with this creative collection. Made in the USA of printed, recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
566	Forest Floor	Inspired by the simplicity and beauty of nature,Timber Creek is the latest in renowned artist Phillip Crowe's love of wildlife and the great outdoors.  The collection features rugs spotlighting Phillip Crowe's love of wildlife and the great outdoors and featuring the distinct styling of the Arts and Crafts erea.  Boasting natural textures, and make from machine-woven olefin, the rugs in the Phillip Crowe collection were designed to meet the overwhelming demand for rustic, outdoor looks.  The color palette draws inspiration from nature with rich reds, warm neutrals, as well as folds, soft greens, and accents of eggplant, brown, and vintage blue.  The beauty of nature is complemented even further through touches of onyx and beige.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
Attitudes collection dazzles with stylish introductions suitable for baby to teen.  Beautiful yet budget-friendly, the kathy ireland Home Young Attitudes collection offers bold geometrics with circles and stripes as well as inspiring rugs featuring oversized florals, cartoon-like dinosaurs, cars and airplanes, whimsical swirls and even a luau-theme.  The imagination is set free with this creative collection. Made in the USA of printed, recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
568	West Indies Safari	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal peMade in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.lection offeShaw Living offers a one year warranty against manufacturing defects of area rug products.
569	Collage	Relaxed, easy-to-live-with styling ensures the rugs of this collection will inspire pleasant daydreams. The traditional, transitional, contemporary, and floral styles of this collection are rendered in lively colors with a distinctive golden warmth. Woven of olefin in a double point construction for extraordinary value, durability, and easy care, these rugs add warmth to any room.  2002 Shaw RugShaw Living offers a one year warranty against manufacturing defects of area rug products.
570	Seasons	Inspired by the simplicity and beauty of nature,Timber Creek is the latest in renowned artist Phillip Crowe's love of wildlife and the great outdoors.  The collection features rugs spotlighting Phillip Crowe's love of wildlife and the great outdoors and featuring the distinct styling of the Arts and Crafts erea.  Boasting natural textures, and make from machine-woven olefin, the rugs in the Phillip Crowe collection were designed to meet the overwhelming demand for rustic, outdoor looks.  The color palette draws inspiration from nature with rich reds, warm neutrals, as well as folds, soft greens, and accents of eggplant, brown, and vintage blue.  The beauty of nature is complemented even further through touches of onyx and beige.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
571	Tropical Ports	Shaw Living once again partners with Kathy Ireland to develop a special collection of rugs that celebrates the casual lifestyles of the coast.  Ohana Paradise features a new color palette that was created to coordinate seamlessly with the decor of coastal living.  Colors iinclude beige, soft golds and greens, oceanic blues, sandy taupes, and warm tones of coral reef and natural driftwood.  Designs are inspired by nautical seascapes, beach stripes, tonal shells, sailing graphics, exotic palms, island flowers, and animal prints.  Ohana Paradise offers inspirational styling options to everyone from contemporary to traditional.  Machine woven in the USA of durable, easy care olefin.  Available for immediate delivery.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
572	Laurent	High-fashion floor covering is taken to a whole new level with Shaw Living's newest shag collection, Encore. Unlike most standard shag constructions, Encore rugs are woven rather than tufted. This technique sets them apart by allowing for more complexity in both design and color. The collection includes an array of gorgeous transitional and contemporary designs in two colorways. A rich earthy palette of red, spice, chocolate brown and gold is certain to warm up your space. If cool and serene is needed, this collection offers a contemporary palette of navy, grey, aqua and beige. A mixture of Polyester/Olefin high and low luster yarns create depth, texture and shine. Fiber content can vary by style, please refer to manufacturing label for exact fiber content.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
573	Cipollini Trellis	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal peMade in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.lection offeShaw Living offers a one year warranty against manufacturing defects of area rug products.
574	Venice	Renaissance marks a rebirth of design, color and value in the area rug market.  It's here that the practicality and softness of Shaw's EverTouch nylon and the aesthetic natural quality of antique carpets come together in a single collection of fine rugs that, undoubtedly, blurs the line between handmade and machine-made.  The majority of the collection is traditional, with a representation of casual transitionals and contemporaries.  Each style creates a new expectation, a new benchmark, a new sophistication, and redefines what world class styling is and should be.  The colors in this collection combine the neutral tones of antique carpets with the punch of today's most influential accent colors to coordinate with more fabrics, more often.  With the introduction of the Renaissance collection, the standard by which we judge the beauty and value of machine-made has been set.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
575	Lovelines	Lifestyle Designer Kathy Ireland expresses her casual and on trend approach to home interiors with the Kathy Ireland Home Collection.  The mission is   finding solutions for families, especially busy moms. This extremely popular collection is inspired by Kathy's travels all over the world and embraced by millions of families.  Kathy's Gallery collection, offers the height of fashion and softness.  Although reasonably priced, Gallery gives you more comfort, maximum versatility and expensive looks that are always in demand by our Customers.  These beautiful, durable rugs are machine-crafted of plush 100% olefin in a Wilton woven construction. Available in a wide range of popular sizes, including oversized and round styles, as well as runners, all rugs in this collection offer maximum versatility and incomparable value. Comfortable, inviting, and touchable, the various designs and fresh color ways of this collection make decorating easy.  www.kathyireland.com  2001 - 2004 Shaw Living   Authorized licensee of Kathy Ireland Worldwide LLC		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
576	Meshed	This collection of exquisitely patterned, richly colored rugs reflects the essence of timeless beauty and style.  The artists of Nourison have devised patterns that evoke impressions of the skillful old-world artisans of Persia and Europe.  Each rug is Wilton woven in nylon, with a velvety luster.  Two distinctive antiqued color palettes created the look of fine antiques, in rugs with a luxurious hand and feel that is remarkably similar to wool.  This collection has been recognized with the Dealer's Choice Award for its Karabagh Linen and Vienna Beige designs, and an ADEX Award for Meshed Brick.  Antiquities...the legacy of the past brought vividly to life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
577	Aubusson	This collection of exquisitely patterned, richly colored rugs reflects the essence of timeless beauty and style.  The artists of Nourison have devised patterns that evoke impressions of the skillful old-world artisans of Persia and Europe.  Each rug is Wilton woven in nylon, with a velvety luster.  Two distinctive antiqued color palettes created the look of fine antiques, in rugs with a luxurious hand and feel that is remarkably similar to wool.  This collection has been recognized with the Dealer's Choice Award for its Karabagh Linen and Vienna Beige designs, and an ADEX Award for Meshed Brick.  Antiquities...the legacy of the past brought vividly to life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
578	Moroccan Mosaic	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal persians, Made in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.offers.     Shaw Living offers a one year warranty against manufacturing defects of area rug products.
579	Highland	For over four decades Bob Timberlake has awed the world with his immense talent for realistic painting.  Inspired by the simplistic beauty found in everyday rural southern living, he cBob Timberlake and Shaw Living haver partnered and interpreted those same inspirations used in his paintings into rug design.  This collection is a celebration of a slower pace, a sense of history and an apprciation of nature.  While a beautiful addition to any decor, these rugs are also a reminder to sit back, relax and enjoy the ordinary in life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
580	Lyric	Transitions is a new collection of unique transitional and contemporary rugs. The inspiring palette features rich reds, warm neutrals, as well as golds, soft greens, and accents of eggplant, brown, and vintage blue. Even greater sparkle and depth are brought to the designs when married with colors like onyx and beige.  Made from machine-woven olefin, Transitions showcases geometric shapes and artistic color combinations, whimsical structures and organic circles, to a contemporary twist on tropical leafs, and coastal patchwork of fanciful fronds.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
581	Autumn Grove	Inspired by the simplicity and beauty of nature,Timber Creek is the latest in renowned artist Phillip Crowe's love of wildlife and the great outdoors.  The collection features rugs spotlighting Phillip Crowe's love of wildlife and the great outdoors and featuring the distinct styling of the Arts and Crafts erea.  Boasting natural textures, and make from machine-woven olefin, the rugs in the Phillip Crowe collection were designed to meet the overwhelming demand for rustic, outdoor looks.  The color palette draws inspiration from nature with rich reds, warm neutrals, as well as folds, soft greens, and accents of eggplant, brown, and vintage blue.  The beauty of nature is complemented even further through touches of onyx and beige.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
582	Mr. And Mrs.	Wonder.  Sparkle.  Celebration.  Our holiday collection takes both classic and contemporary approaches to the season-with whimsical illustrations, nature-inspired motifs, and homespun decorative details.  The contemporary designs have modern flair with a certain opulence and sophistication, while the classic designs use traditional festive imagery for a timeless look.  The deep-toned palette is wonderfully familiar yet fresh, focusin on red, green, antique gold, white, and black.  Made in the USA of 100% printed recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
583	Ribbons Of Life	Top selling kathy ireland Home International First Lady expands with 10 exciting new rugs.  Warm and rich in their combinations, the traditional designs express exquisite details and antique qualities that will embellish the decor in your home and add a sophisticated brilliance to any room.  The inviting color palette consists of vivid reds, deep corals, warm greens, and is paired with glowing brown and turquoise blue.  Machine woven in the U.S.A. with Shaw's EverTouch recyclable nylon, each rug is remarkably soft, luxurious and durable.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
584	Tis the Season	Wonder.  Sparkle.  Celebration.  Our holiday collection takes both classic and contemporary approaches to the season-with whimsical illustrations, nature-inspired motifs, and homespun decorative details.  The contemporary designs have modern flair with a certain opulence and sophistication, while the classic designs use traditional festive imagery for a timeless look.  The deep-toned palette is wonderfully familiar yet fresh, focusin on red, green, antique gold, white, and black.  Made in the USA of 100% printed recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
585	Olivia	Taking full advantage of modern tufting and printing technologies, Centre Street is a unique textural collection featuring a cut-and-loop recyclable nylon base which yields extra depth of color and dimensional interest.  The collection's contemporary styling reflects the casual but dynamic look of today's fashions and fabrics.  Designs are influenced by modern trends, such as circles, blocks, stripes, and silhouettes of organic life, as well as by the Arts and Crafts movement.  And the colors cover the spectrum--from lusciously rich, dark jewel tones to soft, soothing neutrals.  Centre Street takes center stage ... and changes the face of fashion and value.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
586	Della	Creating a new living space or updating an existing interior? Newport will coordinate beautifully.  The collection bridges the past with the present by fusing classic earth tones such as dove brown, silver, marina and green.  The result is a beautiful color palette that is casual, soothing, and serene. Collectively, the styling is contemporary and transitional with design inspiration drawn from historical ikat, Native American textiles, larger-than-life florals, organic circles layered with transparent patterns, modern geometrics, as well as retro modern 20th century design.  Machine woven in the USA of 100% olefin which is durable, fade resistant, and offers easy care and cleaning.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
587	Salem Glass	For over four decades Bob Timberlake has awed the world with his immense talent for realistic painting.  Inspired by the simplistic beauty found in everyday rural southern living, he cBob Timberlake and Shaw Living haver partnered and interpreted those same inspirations used in his paintings into rug design.  This collection is a celebration of a slower pace, a sense of history and an apprciation of nature.  While a beautiful addition to any decor, these rugs are also a reminder to sit back, relax and enjoy the ordinary in life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
588	Outback	Offering a wide assortment of patterns, the Accents collection features a common color palette that blends earthy shades with vibrant jewel tones that's warm, soothing, and inviting. Accents covers the gamut of interior design themes: retro modern looks, organic and nature motifs; Asian and Sante Fe styles; sleek, bold, modern stripes and geometrics; rhythmic transitional images; and classic European and Persian influences. Whether its tropical fronds or a new twist on animal skins, you'll find today's hottest designs. So you can choose traditional or contemporary or anything in between. Machine woven of olefin fiber, the collection has a buttery-soft finish that inherently resists soil and stains and is fade resistant-all of which mean lasting beauty and performance.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
589	Safari Garden	Shaw Living adds five new designs to the Kathy Ireland Home Jardin du Jour collection-an eclectic blend of floral and foliage motifs unified by a central Safari theme.  The color paleA charming collaboration between Shaw and Kathy Ireland, Jardin du Jour is based on Kathy's design inspiration - including a personal sketch, Safari Bamboo, based on her own travels and observations.  The collection perfectly suits her mission,  ...finding solutions for families, especially busy moms, because it's machine-woven olefin-very durable and easy to clean.  Even better, it's made in the USA and available for immediate delivery.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
590	Aruba	Transitions is a new collection of unique transitional and contemporary rugs. The inspiring palette features rich reds, warm neutrals, as well as golds, soft greens, and accents of eggplant, brown, and vintage blue. Even greater sparkle and depth are brought to the designs when married with colors like onyx and beige.  Made from machine-woven olefin, Transitions showcases geometric shapes and artistic color combinations, whimsical structures and organic circles, to a contemporary twist on tropical leafs, and coastal patchwork of fanciful fronds.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
591	Ambrosia	Lifestyle Designer Kathy Ireland expresses her casual and on trend approach to home interiors with the Kathy Ireland Home Collection.  The mission is   finding solutions for families, especially busy moms. This extremely popular collection is inspired by Kathy's travels all over the world and embraced by millions of families.  Kathy's trusted design insight, beautiful color palette and unique styles have made her well-established Essentials rugs our company's best selling collection to date. Machine-crafted of plush 100% olefin in a Wilton woven construction, Essentials rugs are available in a wide range of sizes, including oversized, round and squares, as well as runners. Comfortable, inviting and touchable, these rugs make decorating easy because they work for a wide range of home decors.     2000-2004 Shaw Living		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
